#
# Extracted from "jb_device.h"   
# Documentation at least is "Copyright © 2006 Altera Corporation. All rights reserved"
#
# Device,        Idcode,   Max      Conf_done Instruction
#                          JTAG     JTAG      Length     
#                          Sequence,Sequence,
# Family,Part,Idcode,JtagSeq,Conf_Done Seq,InstructionLength

# ACEX 1K
"Cyclone V", "5CEBA2U15", 0x2B150DD, 288, 234, 10
"Cyclone V", "5CEBA2U19", 0x2B150DD, 288, 234, 10
"Cyclone V", "5CEBA4F17", 0x2B050DD, 288, 234, 10
"Cyclone V", "5CEBA4F23", 0x2B050DD, 288, 234, 10
"Cyclone V", "5CEBA4U15", 0x2B050DD, 288, 234, 10
"Cyclone V", "5CEBA4U19", 0x2B050DD, 288, 234, 10
"Cyclone V", "5CEBA5F23", 0x2B220DD, 368, 362, 10
"Cyclone V", "5CEBA5U19", 0x2B220DD, 368, 362, 10
"Cyclone V", "5CEBA7F23", 0x2B130DD, 496, 490, 10
"Cyclone V", "5CEBA7F27", 0x2B130DD, 496, 490, 10
"Cyclone V", "5CEBA7F31", 0x2B130DD, 496, 490, 10
"Cyclone V", "5CEBA7U19", 0x2B130DD, 496, 490, 10
"Cyclone V", "5CEBA9F23", 0x2B140DD, 576, 570, 10
"Cyclone V", "5CEBA9F27", 0x2B140DD, 576, 570, 10
"Cyclone V", "5CEBA9F31", 0x2B140DD, 576, 570, 10
"Cyclone V", "5CEFA2F17", 0x2B150DD, 288, 234, 10
"Cyclone V", "5CEFA2F23", 0x2B150DD, 288, 234, 10
"Cyclone V", "5CEFA2U15", 0x2B150DD, 288, 234, 10
"Cyclone V", "5CEFA2U19", 0x2B150DD, 288, 234, 10
"Cyclone V", "5CEFA4F17", 0x2B050DD, 288, 234, 10
"Cyclone V", "5CEFA4F23", 0x2B050DD, 288, 234, 10
"Cyclone V", "5CEFA4U15", 0x2B050DD, 288, 234, 10
"Cyclone V", "5CEFA4U19", 0x2B050DD, 288, 234, 10
"Cyclone V", "5CEFA5F23", 0x2B220DD, 368, 362, 10
"Cyclone V", "5CEFA5U19", 0x2B220DD, 368, 362, 10
"Cyclone V", "5CEFA7F23", 0x2B130DD, 496, 490, 10
"Cyclone V", "5CEFA7F27", 0x2B130DD, 496, 490, 10
"Cyclone V", "5CEFA7F31", 0x2B130DD, 496, 490, 10
"Cyclone V", "5CEFA7U19", 0x2B130DD, 496, 490, 10
"Cyclone V", "5CEFA9F23", 0x2B140DD, 576, 570, 10
"Cyclone V", "5CEFA9F27", 0x2B140DD, 576, 570, 10
"Cyclone V", "5CEFA9F31", 0x2B140DD, 576, 570, 10
"Cyclone V", "5CGTFD5C5F23",  0x2B020DD, 368, 362, 10
"Cyclone V", "5CGTFD5C5F27",  0x2B020DD, 368, 362, 10
"Cyclone V", "5CGTFD5C5U19",  0x2B020DD, 368, 362, 10
"Cyclone V", "5CGTFD7C5F23",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGTFD7C5U19",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGTFD7D5F27",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGTFD7D5F31",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGTFD9C5F23",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGTFD9D5F27",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGTFD9E5F31",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGTFD9E5F35",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGXBC3B6F23",  0x2B010DD, 240, 234, 10
"Cyclone V", "5CGXBC3B6U15",  0x2B010DD, 240, 234, 10
"Cyclone V", "5CGXBC3B6U19",  0x2B010DD, 240, 234, 10
"Cyclone V", "5CGXBC3B7F23",  0x2B010DD, 240, 234, 10
"Cyclone V", "5CGXBC3B7U15",  0x2B010DD, 240, 234, 10
"Cyclone V", "5CGXBC3B7U19",  0x2B010DD, 240, 234, 10
"Cyclone V", "5CGXBC4C6F23",  0x2B120DD, 368, 362, 10
"Cyclone V", "5CGXBC4C6F27",  0x2B120DD, 368, 362, 10
"Cyclone V", "5CGXBC4C6U19",  0x2B120DD, 368, 362, 10
"Cyclone V", "5CGXBC4C7F23",  0x2B120DD, 368, 362, 10
"Cyclone V", "5CGXBC4C7F27",  0x2B120DD, 368, 362, 10
"Cyclone V", "5CGXBC4C7U19",  0x2B120DD, 368, 362, 10
"Cyclone V", "5CGXBC5C6F23",  0x2B020DD, 368, 362, 10
"Cyclone V", "5CGXBC5C6F27",  0x2B020DD, 368, 362, 10
"Cyclone V", "5CGXBC5C6U19",  0x2B020DD, 368, 362, 10
"Cyclone V", "5CGXBC5C7F23",  0x2B020DD, 368, 362, 10
"Cyclone V", "5CGXBC5C7F27",  0x2B020DD, 368, 362, 10
"Cyclone V", "5CGXBC5C7U19",  0x2B020DD, 368, 362, 10
"Cyclone V", "5CGXBC7C6F23",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGXBC7C6U19",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGXBC7C7F23",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGXBC7C7U19",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGXBC7D6F27",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGXBC7D6F31",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGXBC7D7F27",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGXBC7D7F31",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGXBC9C6F23",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGXBC9C7F23",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGXBC9D6F27",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGXBC9D7F27",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGXBC9E6F31",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGXBC9E6F35",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGXBC9E7F31",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGXBC9E7F35",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGXFC3B6F23",  0x2B010DD, 240, 234, 10
"Cyclone V", "5CGXFC3B6U15",  0x2B010DD, 240, 234, 10
"Cyclone V", "5CGXFC3B6U19",  0x2B010DD, 240, 234, 10
"Cyclone V", "5CGXFC3B7F23",  0x2B010DD, 240, 234, 10
"Cyclone V", "5CGXFC3B7U15",  0x2B010DD, 240, 234, 10
"Cyclone V", "5CGXFC3B7U19",  0x2B010DD, 240, 234, 10
"Cyclone V", "5CGXFC4C6F23",  0x2B120DD, 368, 362, 10
"Cyclone V", "5CGXFC4C6F27",  0x2B120DD, 368, 362, 10
"Cyclone V", "5CGXFC4C6U19",  0x2B120DD, 368, 362, 10
"Cyclone V", "5CGXFC4C7F23",  0x2B120DD, 368, 362, 10
"Cyclone V", "5CGXFC4C7F27",  0x2B120DD, 368, 362, 10
"Cyclone V", "5CGXFC4C7U19",  0x2B120DD, 368, 362, 10
"Cyclone V", "5CGXFC5C6F23",  0x2B020DD, 368, 362, 10
"Cyclone V", "5CGXFC5C6F27",  0x2B020DD, 368, 362, 10
"Cyclone V", "5CGXFC5C6U19",  0x2B020DD, 368, 362, 10
"Cyclone V", "5CGXFC5C7F23",  0x2B020DD, 368, 362, 10
"Cyclone V", "5CGXFC5C7F27",  0x2B020DD, 368, 362, 10
"Cyclone V", "5CGXFC5C7U19",  0x2B020DD, 368, 362, 10
"Cyclone V", "5CGXFC7C6F23",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGXFC7C6U19",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGXFC7C7F23",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGXFC7C7U19",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGXFC7D6F27",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGXFC7D6F31",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGXFC7D7F27",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGXFC7D7F31",  0x2B030DD, 496, 490, 10
"Cyclone V", "5CGXFC9C6F23",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGXFC9C7F23",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGXFC9D6F27",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGXFC9D7F27",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGXFC9E6F31",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGXFC9E6F35",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGXFC9E7F31",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CGXFC9E7F35",  0x2B040DD, 576, 570, 10
"Cyclone V", "5CSEBA5U19", 0x2D120DD, 495, 489, 10
"Cyclone V", "5CSEBA5U23", 0x2D120DD, 495, 489, 10
"Cyclone V", "5CSEBA6U19", 0x2D020DD, 495, 489, 10
"Cyclone V", "5CSEBA6U23", 0x2D020DD, 495, 489, 10
"Cyclone V", "5CSEMA5F31", 0x2D120DD, 495, 489, 10
"Cyclone V", "5CSEMA5U23", 0x2D120DD, 495, 489, 10
"Cyclone V", "5CSEMA6F31", 0x2D020DD, 495, 489, 10
"Cyclone V", "5CSEMA6U23", 0x2D020DD, 495, 489, 10
"Cyclone V", "5CSTFD5D5F31", 0x2D120DD, 495, 489, 10
"Cyclone V", "5CSTFD6D5F31", 0x2D020DD, 495, 489, 10
"Cyclone V", "5CSXFC5C6U23", 0x2D120DD, 495, 489, 10
"Cyclone V", "5CSXFC5D6F31", 0x2D120DD, 495, 489, 10
"Cyclone V", "5CSXFC6C6U23", 0x2D020DD, 495, 489, 10
"Cyclone V", "5CSXFC6D6F31", 0x2D020DD, 495, 489, 10

